PassengerId,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Survived
822,1,Passenger 822,female,,0,1,T10821,56.42,,C,1
823,2,Passenger 823,male,,0,2,T10822,88.8,,S,0
824,2,Passenger 824,male,36.6,1,1,T10823,86.63,,C,0
825,3,Passenger 825,female,,0,0,T10824,17.95,,S,0
826,3,Passenger 826,male,35.0,3,0,T10825,132.7,,S,0
827,2,Passenger 827,female,25.6,0,0,T10826,54.88,,S,1
828,2,Passenger 828,female,30.0,0,1,T10827,31.79,,S,0
829,3,Passenger 829,male,12.5,1,0,T10828,39.85,,S,0
830,3,Passenger 830,male,38.5,0,0,T10829,51.45,,S,0
831,1,Passenger 831,male,42.4,0,0,T10830,82.87,,S,0
832,3,Passenger 832,male,23.7,0,0,T10831,38.32,,S,0
833,1,Passenger 833,male,23.4,0,0,T10832,72.28,,S,0
834,1,Passenger 834,female,33.7,0,1,T10833,26.47,C2,S,1
835,3,Passenger 835,male,23.9,0,1,T10834,88.76,C37,S,0
836,2,Passenger 836,male,29.1,1,1,T10835,48.42,C98,Q,0
837,3,Passenger 837,female,59.4,2,0,T10836,12.03,,C,1
838,2,Passenger 838,female,,0,0,T10837,85.42,C31,S,1
839,3,Passenger 839,male,,0,1,T10838,139.74,,C,0
840,3,Passenger 840,male,20.9,1,1,T10839,152.16,,C,0
841,1,Passenger 841,male,40.4,0,0,T10840,50.44,,S,0
842,3,Passenger 842,male,27.5,0,0,T10841,12.28,,S,0
843,1,Passenger 843,male,20.9,0,1,T10842,74.76,,Q,0
844,3,Passenger 844,male,48.5,0,2,T10843,10.97,C48,S,0
845,1,Passenger 845,female,49.9,0,0,T10844,253.61,,Q,1
846,2,Passenger 846,male,21.6,0,1,T10845,16.66,,S,1
847,1,Passenger 847,male,3.9,1,1,T10846,35.22,,S,1
848,3,Passenger 848,male,44.1,0,0,T10847,31.1,,S,0
849,3,Passenger 849,male,20.4,0,1,T10848,29.16,,S,0
850,3,Passenger 850,female,,1,0,T10849,84.16,,C,0
851,1,Passenger 851,female,,0,0,T10850,63.84,C29,,1
852,3,Passenger 852,female,42.5,0,0,T10851,14.36,C17,S,0
853,1,Passenger 853,male,13.0,0,0,T10852,36.98,C24,S,0
854,3,Passenger 854,male,40.2,2,1,T10853,40.58,,C,0
855,1,Passenger 855,male,,0,0,T10854,23.36,,S,0
856,1,Passenger 856,male,16.6,1,1,T10855,94.13,,S,1
857,1,Passenger 857,male,24.3,0,0,T10856,84.07,,S,0
858,3,Passenger 858,female,39.6,0,2,T10857,67.71,,C,1
859,3,Passenger 859,male,31.5,1,0,T10858,143.79,,C,1
860,1,Passenger 860,male,38.2,0,0,T10859,228.0,C27,S,0
861,3,Passenger 861,male,57.7,1,0,T10860,151.01,,S,0
862,3,Passenger 862,male,8.1,0,0,T10861,19.03,C73,Q,0
863,3,Passenger 863,male,,1,0,T10862,12.05,C83,S,0
864,3,Passenger 864,female,,1,0,T10863,23.0,,S,0
865,2,Passenger 865,female,17.4,0,0,T10864,129.5,,S,1
866,3,Passenger 866,female,11.4,0,0,T10865,183.87,C4,C,1
867,1,Passenger 867,male,27.4,0,1,T10866,185.52,,S,0
868,1,Passenger 868,male,42.9,0,0,T10867,19.49,,S,0
869,3,Passenger 869,male,28.2,1,0,T10868,152.28,,S,0
870,3,Passenger 870,male,51.2,0,0,T10869,32.53,,S,0
871,2,Passenger 871,female,9.7,0,1,T10870,6.01,,S,0
872,2,Passenger 872,male,29.8,1,0,T10871,37.63,,S,0
873,3,Passenger 873,male,12.5,0,0,T10872,7.36,,S,0
874,2,Passenger 874,male,35.1,0,1,T10873,48.67,C10,S,0
875,1,Passenger 875,male,42.4,0,0,T10874,46.2,,S,0
876,1,Passenger 876,female,24.1,0,0,T10875,66.72,,S,0
877,3,Passenger 877,male,,1,0,T10876,52.49,C72,Q,0
878,3,Passenger 878,male,32.8,0,0,T10877,106.55,,C,0
879,1,Passenger 879,male,36.1,0,0,T10878,106.6,,S,0
880,1,Passenger 880,male,,1,0,T10879,60.23,,C,1
881,1,Passenger 881,female,47.3,0,1,T10880,163.05,,S,1
882,3,Passenger 882,female,15.0,0,0,T10881,123.0,,Q,0
883,1,Passenger 883,female,,0,0,T10882,20.48,,S,1
884,1,Passenger 884,female,46.7,0,1,T10883,77.32,,S,1
885,3,Passenger 885,male,5.1,0,1,T10884,21.74,,S,0
886,1,Passenger 886,female,,0,0,T10885,13.34,C2,S,1
887,3,Passenger 887,male,22.9,0,0,T10886,60.21,C97,Q,1
888,1,Passenger 888,male,28.9,0,0,T10887,187.75,C83,S,0
889,1,Passenger 889,female,,0,2,T10888,25.0,C97,S,1
890,2,Passenger 890,male,23.2,0,0,T10889,97.54,,S,0
891,3,Passenger 891,female,20.5,4,1,T10890,101.0,C38,S,0
